Age,Gender,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating,CompanyExperienceShare,RoleStabilityScore,EducationBackground_grouped,EmpDepartment_grouped,EmpJobRole_grouped,CommuteCategory_Moderate,CommuteCategory_Far,MaritalStatus_Married,MaritalStatus_Single,PromotionWaitTime_Moderate,PromotionWaitTime_Long,BusinessTravelFrequency_Travel_Frequently,BusinessTravelFrequency_Travel_Rarely
44,1,2,1,1,72,4,1,4,1,0,13,4,10,5,3,10,5,7,7,0,2,1.0,0.5,Life Sciences,Research & Development,Manager R&D,False,False,True,False,False,True,False,True
19,1,10,3,1,96,2,1,2,1,1,25,2,1,2,4,1,1,0,0,1,4,1.0,1.0,Medical,Research & Development,Research Scientist,True,False,False,True,False,False,False,False
54,0,3,3,4,85,3,4,4,3,0,14,1,36,2,3,10,9,0,9,0,3,0.2777777777777778,0.9,Life Sciences,Research & Development,Research Director,False,False,True,False,False,False,False,True
31,0,11,2,3,80,3,2,1,1,1,12,4,6,2,2,6,5,0,1,0,3,1.0,0.8333333333333334,Medical,Research & Development,Manager R&D,True,False,True,False,False,False,False,True
43,0,3,3,3,96,1,5,4,3,0,14,2,25,2,3,8,7,0,7,0,3,0.32,0.875,Life Sciences,Research & Development,Research Director,False,False,True,False,False,False,False,True
49,0,4,2,1,85,2,5,3,2,0,13,3,23,2,4,1,0,0,0,0,3,0.043478260869565216,0.0,Medical,Research & Development,Manager R&D,False,False,True,False,False,False,False,True
36,0,3,3,3,46,3,1,2,1,0,12,3,12,2,2,11,10,0,7,0,3,0.9166666666666666,0.9090909090909091,Other,Research & Development,Research Scientist,False,False,True,False,False,False,True,False
48,0,2,2,4,76,4,1,2,5,0,11,3,7,4,2,1,0,0,0,0,3,0.14285714285714285,0.0,Other,Research & Development,Laboratory Technician,False,False,False,True,False,False,False,True
29,0,7,3,3,82,3,2,4,1,1,11,2,6,2,3,6,0,1,0,0,3,1.0,0.0,Life Sciences,Research & Development,Manager R&D,True,False,False,False,False,False,False,True
48,0,1,3,4,76,2,5,4,6,0,12,3,25,3,4,1,0,0,0,0,4,0.04,0.0,Life Sciences,Research & Development,Research Director,False,False,False,True,False,False,False,True
29,1,1,3,4,87,2,4,4,3,0,14,2,9,2,2,7,7,1,7,0,3,0.7777777777777778,1.0,Life Sciences,Research & Development,Research Director,False,False,False,False,False,False,False,True
44,0,5,3,2,88,3,5,2,7,0,11,3,26,5,3,22,9,3,10,0,2,0.8461538461538461,0.4090909090909091,Marketing,Sales,Manager,False,False,True,False,True,False,False,True
23,0,1,2,4,47,3,1,3,1,0,22,4,1,2,3,1,0,0,1,0,4,1.0,0.0,Life Sciences,Research & Development,Research Scientist,False,False,True,False,False,False,False,True
26,0,4,2,3,53,3,1,4,1,1,20,2,8,2,2,8,5,2,2,0,4,1.0,0.625,Life Sciences,Research & Development,Research Scientist,False,False,False,True,True,False,False,True
45,1,2,3,1,94,1,5,2,2,1,16,1,26,2,3,24,10,1,11,1,2,0.9230769230769231,0.4166666666666667,Marketing,Sales,Manager,False,False,False,True,False,False,False,True
55,0,8,1,4,37,2,4,2,1,1,15,4,34,3,3,33,9,15,0,0,3,0.9705882352941176,0.2727272727272727,Medical,Research & Development,Healthcare Representative,True,False,False,False,False,True,False,False
21,1,10,2,1,45,2,1,3,1,0,20,3,2,2,1,2,2,2,2,1,2,1.0,1.0,Life Sciences,Research & Development,Laboratory Technician,True,False,False,True,True,False,True,False
46,1,4,2,4,33,2,5,2,2,0,14,3,26,2,3,11,4,0,8,0,3,0.4230769230769231,0.36363636363636365,Marketing,Sales,Manager,False,False,True,False,False,False,False,True
34,1,2,3,3,86,3,2,1,0,1,12,4,4,3,3,3,2,0,2,0,3,0.75,0.6666666666666666,Marketing,Sales,Sales Executive,False,False,False,True,False,False,False,True
51,0,9,3,4,83,3,5,2,4,1,24,1,31,5,2,29,10,11,10,0,4,0.9354838709677419,0.3448275862068966,Life Sciences,Sales,Manager,True,False,False,False,False,True,True,False
59,0,18,4,4,67,3,3,4,6,0,12,4,25,6,2,9,7,5,4,0,3,0.36,0.7777777777777778,Medical,Research & Development,Manager R&D,False,True,False,True,False,True,False,True
34,1,19,3,3,46,3,2,2,4,0,13,3,15,2,4,11,8,5,10,0,3,0.7333333333333333,0.7272727272727273,Medical,Research & Development,Laboratory Technician,False,True,False,False,False,True,True,False
28,0,1,4,4,44,3,1,3,0,1,11,3,5,2,2,4,2,0,2,0,3,0.8,0.5,Medical,Research & Development,Laboratory Technician,False,False,False,True,False,False,True,False
44,0,4,2,3,92,4,5,1,1,0,14,4,26,4,2,25,9,14,13,0,3,0.9615384615384616,0.36,Life Sciences,Research & Development,Manager R&D,False,False,False,False,False,True,False,True
34,0,11,3,3,56,2,2,2,4,0,11,4,14,5,4,10,9,1,8,0,3,0.7142857142857143,0.9,Life Sciences,SmallDepts,Human Resources,True,False,True,False,False,False,True,False
35,0,6,1,3,66,3,1,3,0,1,14,4,4,3,3,3,2,2,2,0,3,0.75,0.6666666666666666,Life Sciences,Research & Development,Research Scientist,True,False,True,False,True,False,False,True
42,1,7,4,2,78,4,2,2,6,1,16,4,18,2,3,1,0,0,0,0,3,0.05555555555555555,0.0,Medical,Research & Development,Research Scientist,True,False,True,False,False,False,False,True
43,1,4,4,4,56,2,3,4,3,0,14,4,23,3,4,21,7,15,17,0,3,0.9130434782608695,0.3333333333333333,Marketing,Sales,Sales Executive,False,False,False,True,False,True,False,True
36,1,2,4,3,53,3,2,2,9,1,11,4,18,2,3,16,14,5,12,0,3,0.8888888888888888,0.875,Life Sciences,Research & Development,Manufacturing Director,False,False,False,True,False,True,False,True
28,0,2,3,4,52,2,1,4,1,1,12,2,2,2,3,2,2,2,2,0,3,1.0,1.0,Life Sciences,Research & Development,Laboratory Technician,False,False,True,False,True,False,True,False
51,1,6,2,2,40,2,1,3,0,0,14,2,8,6,2,7,0,7,7,0,3,0.875,0.0,Medical,Research & Development,Laboratory Technician,True,False,False,True,False,True,True,False
30,1,9,2,3,72,3,2,3,7,1,18,3,10,3,3,8,4,1,7,0,3,0.8,0.5,Medical,Research & Development,Manufacturing Director,True,False,False,True,False,False,False,False
29,1,7,3,2,39,3,1,3,3,1,13,1,10,2,3,7,7,7,7,1,2,0.7,1.0,Other,Research & Development,Laboratory Technician,True,False,False,False,False,True,False,True
28,0,1,3,4,84,3,1,1,2,0,11,2,5,2,2,3,2,1,2,0,3,0.6,0.6666666666666666,Other,Research & Development,Research Scientist,False,False,False,True,False,False,False,True
25,1,1,3,4,40,3,1,2,1,0,18,4,2,3,2,2,2,2,1,0,3,1.0,1.0,Medical,Research & Development,Research Scientist,False,False,False,True,True,False,False,True
32,0,8,3,3,56,4,2,4,1,0,15,3,10,4,4,10,7,0,8,0,3,1.0,0.7,Medical,Sales,Sales Executive,True,False,True,False,False,False,False,True
45,1,25,3,2,83,3,5,2,3,0,22,3,22,4,3,0,0,0,0,0,4,0.0,0.0,Medical,Research & Development,Manager,False,True,False,True,False,False,True,False
39,1,13,4,3,94,2,4,2,6,1,13,4,21,4,3,19,9,15,2,0,3,0.9047619047619048,0.47368421052631576,Medical,Research & Development,Manager,True,False,False,False,False,True,False,True
58,0,23,4,1,88,3,1,3,1,0,12,4,2,3,3,2,2,2,2,0,2,1.0,1.0,Life Sciences,Research & Development,Research Scientist,False,True,False,False,True,False,False,True
32,0,7,2,4,79,3,2,3,1,0,18,1,10,3,3,10,4,1,1,1,3,1.0,0.4,Life Sciences,Research & Development,Manager R&D,True,False,True,False,False,False,False,True
36,1,10,4,4,63,3,3,3,3,0,12,1,10,0,3,7,7,1,7,0,3,0.7,1.0,Other,Research & Development,Healthcare Representative,True,False,True,False,False,False,False,True
46,1,1,2,4,44,3,1,1,6,0,12,3,10,3,4,7,6,5,7,0,3,0.7,0.8571428571428571,Life Sciences,SmallDepts,Human Resources,False,False,False,True,False,True,False,True
28,1,1,3,3,55,1,2,4,0,0,11,1,10,6,3,9,8,7,5,0,3,0.9,0.8888888888888888,Life Sciences,Research & Development,Manager R&D,False,False,True,False,False,True,False,False
50,1,28,3,4,43,3,4,1,4,1,11,2,25,2,3,3,2,1,2,0,3,0.12,0.6666666666666666,Life Sciences,Research & Development,Manager R&D,False,True,True,False,False,False,False,True
40,0,25,4,4,57,2,3,2,2,1,12,3,9,2,3,5,4,1,0,1,3,0.5555555555555556,0.8,Marketing,Sales,Sales Executive,False,True,False,True,False,False,False,True
52,0,5,3,2,64,3,3,2,9,1,19,3,10,2,2,8,7,7,7,1,2,0.8,0.875,Life Sciences,Sales,Sales Executive,False,False,False,True,False,True,False,True
31,1,2,4,4,57,3,3,3,1,1,19,1,10,5,2,10,8,9,6,0,3,1.0,0.8,Life Sciences,Sales,Sales Executive,False,False,False,False,False,True,False,False
41,0,10,2,3,40,1,2,2,1,0,13,1,19,4,3,19,2,11,9,0,3,1.0,0.10526315789473684,Medical,Sales,Sales Executive,True,False,False,True,False,True,False,False
55,1,2,2,4,58,1,5,3,4,0,14,4,23,5,3,19,9,9,11,0,3,0.8260869565217391,0.47368421052631576,Medical,Research & Development,Manager,False,False,True,False,False,True,False,True
56,0,8,4,4,99,3,5,2,6,0,14,1,36,4,3,7,3,7,7,0,3,0.19444444444444445,0.42857142857142855,Life Sciences,SmallDepts,Manager,True,False,False,True,False,True,False,True
40,0,16,2,3,74,3,1,3,9,0,16,2,6,0,3,4,2,0,0,0,3,0.6666666666666666,0.5,Life Sciences,Research & Development,Research Scientist,False,True,False,False,False,False,False,False
34,0,9,3,4,86,3,3,4,0,0,11,4,10,0,2,9,7,1,6,0,3,0.9,0.7777777777777778,Life Sciences,Research & Development,Healthcare Representative,True,False,False,False,False,False,False,True
41,1,1,3,3,66,3,2,1,0,0,17,4,10,2,3,9,3,1,7,0,3,0.9,0.3333333333333333,Marketing,Sales,Sales Executive,False,False,False,False,False,False,True,False
35,0,4,4,3,87,3,2,3,1,1,11,2,9,3,3,9,6,1,1,0,3,1.0,0.6666666666666666,Life Sciences,Research & Development,Research Scientist,False,False,False,True,False,False,True,False
51,0,5,3,3,84,3,4,2,1,1,11,2,33,2,3,33,9,0,10,0,3,1.0,0.2727272727272727,Life Sciences,SmallDepts,Manager,False,False,False,False,False,False,False,True
38,1,2,2,2,31,3,2,1,3,0,15,4,11,3,3,7,7,1,7,0,2,0.6363636363636364,1.0,Life Sciences,Sales,Sales Executive,False,False,False,False,False,False,False,True
34,1,15,2,3,66,3,2,1,1,0,12,4,10,6,4,10,8,9,6,0,3,1.0,0.8,Medical,Sales,Sales Executive,True,False,False,True,False,True,False,True
25,0,19,1,4,67,3,1,4,3,0,11,3,7,6,2,3,2,1,2,0,3,0.42857142857142855,0.6666666666666666,Medical,Research & Development,Laboratory Technician,False,True,True,False,False,False,False,True
58,1,7,4,3,53,2,3,1,7,1,14,4,31,0,2,10,9,5,9,1,3,0.3225806451612903,0.9,Medical,Research & Development,Manufacturing Director,True,False,True,False,False,True,False,True
40,0,1,4,2,88,3,1,2,3,0,22,3,7,3,3,4,2,0,3,0,3,0.5714285714285714,0.5,Life Sciences,Research & Development,Laboratory Technician,False,False,True,False,False,False,False,True
36,1,7,3,1,83,4,2,1,2,0,16,4,17,2,2,15,7,6,13,0,2,0.8823529411764706,0.4666666666666667,Marketing,Sales,Sales Executive,True,False,True,False,False,True,True,False
48,0,4,3,4,54,3,3,4,1,0,11,3,11,2,3,10,9,0,8,0,3,0.9090909090909091,0.9,Life Sciences,Research & Development,Manufacturing Director,False,False,False,True,False,False,False,True
27,1,11,3,3,98,4,1,4,8,0,14,2,5,4,3,1,0,0,0,0,3,0.2,0.0,Medical,Sales,Sales Representative,True,False,True,False,False,False,False,True
51,1,11,2,4,82,2,4,2,3,0,16,2,29,1,2,5,2,0,3,0,3,0.1724137931034483,0.4,Other,Research & Development,Manager R&D,True,False,False,True,False,False,False,True
18,1,1,3,4,97,3,1,4,1,0,15,3,0,5,4,0,0,0,0,0,4,0.0,0.0,Life Sciences,Research & Development,Manager R&D,False,False,False,True,False,False,False,False
35,1,1,3,4,60,2,2,4,0,0,12,2,10,0,3,9,7,0,0,0,3,0.9,0.7777777777777778,Medical,Research & Development,Laboratory Technician,False,False,True,False,False,False,False,True
27,0,2,1,4,43,1,2,4,3,0,20,2,8,3,3,6,2,0,0,0,4,0.75,0.3333333333333333,Life Sciences,Sales,Sales Executive,False,False,False,True,False,False,True,False
55,0,13,4,1,85,4,4,3,6,1,17,3,24,2,2,19,7,3,8,1,2,0.7916666666666666,0.3684210526315789,Marketing,Sales,Sales Executive,True,False,False,True,True,False,False,True
56,0,23,3,4,68,3,4,2,4,1,12,1,33,0,3,19,16,15,9,0,3,0.5757575757575758,0.8421052631578947,Life Sciences,Research & Development,Manager R&D,False,True,True,False,False,True,False,True
34,1,26,1,1,92,2,1,3,1,0,20,3,5,2,3,5,4,0,0,0,3,1.0,0.8,Other,Research & Development,Research Scientist,False,True,False,False,False,False,False,False
40,1,2,1,2,89,4,2,3,5,0,20,2,15,0,3,12,11,11,8,0,2,0.8,0.9166666666666666,Medical,Research & Development,Manager R&D,False,False,False,False,False,True,False,True
34,0,29,3,2,86,3,2,3,4,0,13,1,10,1,3,8,7,7,7,0,2,0.8,0.875,Medical,Research & Development,Laboratory Technician,False,True,True,False,False,True,False,True
31,1,2,3,3,90,2,1,4,7,0,14,3,3,3,4,1,0,0,0,1,3,0.3333333333333333,0.0,Life Sciences,Sales,Sales Representative,False,False,False,True,False,False,True,False
38,0,7,3,4,57,4,1,3,1,0,11,4,4,2,3,4,2,0,3,0,3,1.0,0.5,Life Sciences,Research & Development,Research Scientist,True,False,False,False,False,False,True,False
34,1,2,4,3,98,3,2,4,1,0,11,4,14,2,4,14,11,4,11,0,3,1.0,0.7857142857142857,Other,Research & Development,Healthcare Representative,False,False,False,True,True,False,False,True
28,0,26,3,3,48,2,2,1,1,0,11,3,5,0,3,5,3,0,4,0,3,1.0,0.6,Life Sciences,Sales,Sales Executive,False,True,True,False,False,False,False,True
39,0,21,4,1,44,2,2,4,3,1,12,4,8,2,4,5,4,1,4,0,2,0.625,0.8,Life Sciences,Sales,Sales Executive,False,True,True,False,False,False,False,True
51,0,2,3,2,52,3,3,2,2,0,11,2,14,5,3,4,2,3,2,0,2,0.2857142857142857,0.5,Marketing,Sales,Sales Executive,False,False,True,False,True,False,True,False
41,1,22,3,4,75,3,2,4,3,1,14,1,12,4,2,6,2,3,3,0,3,0.5,0.3333333333333333,Life Sciences,Research & Development,Manager R&D,False,True,False,False,True,False,True,False
33,0,5,1,2,61,3,2,4,6,0,13,1,8,2,4,5,4,1,2,0,2,0.625,0.8,Life Sciences,Sales,Sales Executive,False,False,True,False,False,False,True,False
32,0,2,1,3,36,3,2,2,0,1,13,1,4,3,2,3,2,1,2,0,3,0.75,0.6666666666666666,Marketing,Sales,Sales Executive,False,False,True,False,False,False,False,True
39,0,25,2,3,71,3,3,3,3,0,21,2,13,2,3,6,4,0,5,0,4,0.46153846153846156,0.6666666666666666,Life Sciences,Research & Development,Manager R&D,False,True,True,False,False,False,False,False
25,0,18,1,1,93,4,2,3,2,0,11,2,6,3,2,3,2,1,2,0,2,0.5,0.6666666666666666,Life Sciences,Sales,Sales Executive,False,True,True,False,False,False,False,True
52,1,28,2,4,59,4,4,3,2,1,11,2,24,3,2,5,3,0,2,0,3,0.20833333333333334,0.6,Medical,Research & Development,Manufacturing Director,False,True,True,False,False,False,True,False
43,1,6,3,1,73,2,2,3,1,1,14,1,20,3,1,20,7,1,8,0,2,1.0,0.35,Medical,Research & Development,Research Scientist,True,False,False,True,False,False,False,True
27,1,10,3,4,98,2,2,4,1,1,11,4,6,3,3,6,2,4,4,0,3,1.0,0.3333333333333333,Marketing,Sales,Sales Executive,True,False,True,False,True,False,False,True
27,1,17,4,4,51,3,1,3,1,1,13,4,8,2,3,8,2,7,7,1,3,1.0,0.25,Life Sciences,Research & Development,Research Scientist,False,True,False,True,False,True,False,True
26,0,2,1,1,36,2,1,4,0,0,12,4,5,2,3,4,3,1,1,0,3,0.8,0.75,Medical,Research & Development,Research Scientist,False,False,False,True,False,False,False,True
42,1,10,3,3,31,3,4,1,0,0,14,3,21,5,3,20,7,0,9,0,3,0.9523809523809523,0.35,Other,SmallDepts,Manager,True,False,True,False,False,False,False,True
37,1,11,3,1,94,3,1,3,4,0,18,1,8,6,3,3,2,0,2,0,3,0.375,0.6666666666666666,Medical,Research & Development,Manager R&D,True,False,False,True,False,False,False,True
35,0,18,2,3,60,3,3,4,2,0,11,3,10,2,3,2,2,2,2,0,3,0.2,1.0,Life Sciences,Research & Development,Manufacturing Director,False,True,False,True,True,False,True,False
25,0,1,3,1,81,3,1,4,4,0,11,2,7,2,2,3,2,0,2,0,3,0.42857142857142855,0.6666666666666666,Other,Research & Development,Laboratory Technician,False,False,True,False,False,False,False,True
29,0,17,3,2,51,2,3,1,1,0,13,1,10,3,2,10,9,0,9,0,3,1.0,0.9,Other,SmallDepts,Human Resources,False,True,False,True,False,False,False,True
49,0,28,2,1,97,2,2,1,3,0,20,1,20,2,3,4,3,1,3,1,3,0.2,0.75,Life Sciences,Research & Development,Manager R&D,False,True,False,True,False,False,True,False
54,1,1,3,4,54,3,4,4,6,0,19,4,29,3,2,20,7,12,7,0,3,0.6896551724137931,0.35,Medical,Research & Development,Research Director,False,False,False,True,False,True,False,True
58,1,1,3,4,76,3,5,1,3,1,21,3,32,3,3,9,8,1,5,0,4,0.28125,0.8888888888888888,Medical,Research & Development,Manager R&D,False,False,True,False,False,False,False,True
36,1,3,4,1,99,3,2,2,3,1,16,4,15,3,3,5,4,0,1,0,3,0.3333333333333333,0.8,Marketing,Sales,Sales Executive,False,False,False,True,False,False,False,True
31,1,1,4,2,50,1,1,3,1,0,12,2,1,3,3,1,0,0,0,1,3,1.0,0.0,Life Sciences,Sales,Sales Representative,False,False,False,True,False,False,True,False
30,1,7,4,4,73,3,2,1,7,0,14,2,8,3,3,3,2,0,2,0,3,0.375,0.6666666666666666,Marketing,Sales,Sales Executive,True,False,False,False,False,False,False,True
31,1,8,5,1,93,3,4,2,3,0,11,3,9,3,4,3,2,1,0,0,3,0.3333333333333333,0.6666666666666666,Life Sciences,Research & Development,Research Director,True,False,False,True,False,False,False,True
34,0,1,4,4,91,3,1,1,5,0,14,3,10,2,3,4,3,1,3,0,3,0.4,0.75,Other,Research & Development,Research Scientist,False,False,False,False,False,False,True,False
31,1,8,3,1,34,2,1,2,1,0,12,3,1,3,4,1,0,0,0,1,3,1.0,0.0,Life Sciences,Research & Development,Research Scientist,True,False,False,True,False,False,False,True
27,0,11,1,2,91,3,1,1,0,0,14,2,6,3,4,5,0,1,4,0,3,0.8333333333333334,0.0,Life Sciences,Research & Development,Manager R&D,True,False,True,False,False,False,False,True
36,0,4,4,1,37,2,2,4,1,0,16,3,10,2,2,10,4,1,8,0,2,1.0,0.4,Life Sciences,Research & Development,Laboratory Technician,False,False,False,True,False,False,False,True
47,0,1,3,1,74,3,1,4,7,0,12,3,17,2,2,6,5,1,2,0,2,0.35294117647058826,0.8333333333333334,Other,Research & Development,Research Scientist,False,False,True,False,False,False,False,True
25,0,9,2,1,68,2,1,1,3,0,12,1,6,2,3,3,2,2,2,1,2,0.5,0.6666666666666666,Life Sciences,Sales,Sales Representative,True,False,True,False,True,False,False,True
37,0,5,2,3,84,4,1,3,0,0,14,1,7,2,1,6,5,1,3,0,3,0.8571428571428571,0.8333333333333334,Other,Research & Development,Manager R&D,False,False,False,True,False,False,False,False
56,1,1,2,1,90,3,1,1,2,0,22,4,5,3,4,3,2,1,0,0,4,0.6,0.6666666666666666,Life Sciences,Research & Development,Manager R&D,False,False,True,False,False,False,False,True
24,1,4,1,4,42,3,2,3,1,1,12,3,5,3,3,5,4,0,3,0,3,1.0,0.8,Medical,Sales,Sales Executive,False,False,True,False,False,False,False,True
34,1,1,3,4,86,2,1,2,5,0,17,1,7,2,2,5,4,0,2,0,3,0.7142857142857143,0.8,Life Sciences,Research & Development,Laboratory Technician,False,False,True,False,False,False,False,True
41,0,5,5,2,90,4,1,3,2,1,12,1,7,5,2,4,2,0,3,0,3,0.5714285714285714,0.5,Medical,Research & Development,Manager R&D,False,False,True,False,False,False,False,True
40,0,9,4,3,81,3,2,3,3,0,11,3,11,2,4,8,7,0,7,0,3,0.7272727272727273,0.875,Other,Research & Development,Laboratory Technician,True,False,False,False,False,False,False,False
31,0,8,2,1,31,3,3,4,1,0,18,1,13,5,3,13,7,9,9,0,2,1.0,0.5384615384615384,Life Sciences,Sales,Sales Executive,True,False,False,False,False,True,False,True
39,1,2,3,1,54,2,1,1,2,1,23,2,11,2,4,1,0,0,0,1,4,0.09090909090909091,0.0,Life Sciences,Research & Development,Laboratory Technician,False,False,False,True,False,False,False,False
31,1,1,5,3,100,4,3,2,1,0,11,1,10,2,3,10,8,4,7,1,3,1.0,0.8,Life Sciences,Research & Development,Manager R&D,False,False,False,True,True,False,True,False
45,0,20,3,2,95,1,3,1,2,1,18,2,24,2,3,7,7,0,7,0,3,0.2916666666666667,1.0,Medical,Research & Development,Manager R&D,False,True,False,False,False,False,False,True
31,1,8,2,4,96,4,1,2,9,0,18,4,8,3,3,3,2,0,2,0,3,0.375,0.6666666666666666,Medical,SmallDepts,Human Resources,True,False,False,True,False,False,False,True
45,0,29,3,2,55,3,3,4,4,1,18,4,10,4,4,3,1,1,2,0,3,0.3,0.3333333333333333,Other,Research & Development,Manager R&D,False,True,True,False,False,False,False,True
34,1,9,4,1,52,3,1,3,1,0,15,4,2,0,3,2,2,2,2,1,2,1.0,1.0,Other,SmallDepts,Human Resources,True,False,True,False,True,False,False,True
40,0,8,1,4,55,2,3,2,2,0,11,3,16,5,3,9,8,4,8,0,3,0.5625,0.8888888888888888,Medical,Research & Development,Research Director,True,False,False,False,True,False,False,False
44,0,5,3,3,90,2,1,3,3,0,14,4,7,5,3,5,2,0,3,0,3,0.7142857142857143,0.4,Life Sciences,Research & Development,Laboratory Technician,False,False,False,True,False,False,False,False
49,0,5,4,1,96,3,2,3,2,0,14,2,20,0,2,3,2,1,2,0,2,0.15,0.6666666666666666,Other,Research & Development,Manager R&D,False,False,True,False,False,False,False,True
40,0,2,3,3,68,3,1,3,2,0,14,3,8,3,4,3,1,1,2,0,4,0.375,0.3333333333333333,Medical,Research & Development,Research Scientist,False,False,False,False,False,False,False,True
44,0,20,3,4,49,3,1,2,1,0,13,3,6,3,2,5,2,1,3,0,3,0.8333333333333334,0.4,Life Sciences,Research & Development,Manager R&D,False,True,False,True,False,False,False,True
33,0,7,3,4,54,3,2,1,0,0,14,1,5,2,3,4,3,0,3,0,3,0.8,0.75,Medical,Sales,Sales Executive,True,False,True,False,False,False,True,False
34,0,3,3,4,81,1,2,1,3,0,18,4,15,2,3,13,9,3,12,0,3,0.8666666666666667,0.6923076923076923,Other,Sales,Sales Executive,False,False,False,True,True,False,False,True
30,0,16,1,4,96,3,2,3,8,0,15,3,4,2,2,2,1,2,2,0,3,0.5,0.5,Life Sciences,Sales,Sales Executive,False,True,True,False,True,False,False,True
42,1,9,2,1,74,3,1,4,1,0,13,3,12,3,3,12,9,5,8,0,2,1.0,0.75,Medical,Research & Development,Laboratory Technician,True,False,False,True,False,True,True,False
44,1,1,5,1,79,3,2,3,7,0,12,3,11,4,2,1,0,0,0,0,3,0.09090909090909091,0.0,Marketing,Sales,Sales Executive,False,False,True,False,False,False,True,False
30,0,7,3,3,64,3,1,3,1,0,13,2,1,2,2,1,0,0,0,0,3,1.0,0.0,Other,Research & Development,Research Scientist,True,False,False,False,False,False,False,False
57,0,1,2,2,93,4,2,3,0,0,24,1,13,2,2,12,9,2,8,0,2,0.9230769230769231,0.75,Life Sciences,Research & Development,Research Scientist,False,False,True,False,True,False,False,True
49,0,7,4,3,35,3,3,2,3,0,14,2,29,3,3,8,7,0,7,0,3,0.27586206896551724,0.875,Life Sciences,Research & Development,Manager R&D,True,False,False,False,False,False,False,True
34,0,15,3,2,71,3,4,1,7,0,14,4,16,3,2,14,8,6,9,0,2,0.875,0.5714285714285714,Medical,Research & Development,Research Director,True,False,False,False,False,True,True,False
28,0,1,3,1,92,3,1,3,3,0,15,4,5,3,4,3,2,1,2,1,2,0.6,0.6666666666666666,Other,Sales,Sales Representative,False,False,True,False,False,False,True,False
34,1,24,4,1,40,2,2,2,0,1,23,3,16,2,4,15,9,10,10,1,2,0.9375,0.6,Medical,Sales,Sales Executive,False,True,False,True,False,True,False,True
35,0,7,1,4,76,3,1,3,1,0,13,1,1,3,3,1,0,0,0,0,3,1.0,0.0,Life Sciences,Sales,Sales Representative,True,False,True,False,False,False,False,True
24,1,13,2,4,78,3,1,2,1,0,13,3,1,2,3,1,0,0,0,0,3,1.0,0.0,Life Sciences,Sales,Sales Representative,True,False,True,False,False,False,False,False
44,0,2,1,2,86,3,3,3,5,1,18,2,16,2,2,2,2,2,2,0,2,0.125,1.0,Medical,Research & Development,Manager R&D,False,False,False,True,True,False,True,False
29,0,19,3,3,77,2,2,3,1,0,14,3,10,3,3,10,7,0,4,0,3,1.0,0.7,Life Sciences,Sales,Sales Executive,False,True,False,False,False,False,False,True
55,0,4,4,4,30,3,2,3,0,1,16,2,4,2,3,3,2,1,2,0,3,0.75,0.6666666666666666,Life Sciences,Research & Development,Manager R&D,False,False,True,False,False,False,False,True
33,1,4,4,1,82,2,1,2,8,0,11,4,8,5,3,5,4,0,2,0,3,0.625,0.8,Medical,Research & Development,Manager R&D,False,False,True,False,False,False,False,True
47,1,14,3,3,78,3,2,3,3,1,17,3,11,4,2,5,4,1,2,0,3,0.45454545454545453,0.8,Medical,Sales,Sales Executive,True,False,True,False,False,False,False,True
28,0,2,2,3,38,2,1,1,7,0,11,3,8,2,2,0,0,0,0,1,3,0.0,0.0,Medical,Research & Development,Laboratory Technician,False,False,False,True,False,False,True,False
28,0,1,3,1,72,2,1,3,1,0,14,4,1,2,1,1,0,0,0,0,3,1.0,0.0,Life Sciences,Research & Development,Manager R&D,False,False,False,False,False,False,False,True
28,0,7,3,3,55,3,2,1,0,0,14,4,5,5,3,4,2,1,3,0,3,0.8,0.5,Life Sciences,Sales,Sales Executive,True,False,False,True,False,False,True,False
49,1,3,2,3,43,2,2,1,4,0,25,1,10,3,3,3,2,1,2,0,4,0.3,0.6666666666666666,Medical,Research & Development,Laboratory Technician,False,False,True,False,False,False,False,True
29,1,2,1,4,97,3,1,2,0,0,13,3,4,3,3,3,2,0,2,0,3,0.75,0.6666666666666666,Life Sciences,Research & Development,Laboratory Technician,False,False,True,False,False,False,True,False
28,0,29,1,3,96,1,2,2,1,0,14,2,8,2,2,8,6,1,7,0,3,1.0,0.75,Life Sciences,Research & Development,Manager R&D,False,True,True,False,False,False,False,True
33,0,8,5,4,69,3,2,3,2,1,17,1,14,6,3,0,0,0,0,0,3,0.0,0.0,Life Sciences,Research & Development,Healthcare Representative,True,False,False,True,False,False,False,True
32,0,10,3,3,64,3,3,4,2,0,25,2,10,5,4,5,2,0,0,0,3,0.5,0.4,Medical,Research & Development,Manager,True,False,False,True,False,False,False,True
54,1,11,4,2,87,3,4,4,3,0,20,1,26,2,3,14,9,1,12,0,2,0.5384615384615384,0.6428571428571429,Medical,Research & Development,Manager R&D,True,False,False,False,False,False,True,False
